timestamp,center_image,left_image,right_image,steering,throttle,speed
20250427_145711_363213,center_20250427_145711_363213.png,left_20250427_145711_363213.png,right_20250427_145711_363213.png,0.0,0.0,-1.6859830617904663
20250427_145711_467213,center_20250427_145711_467213.png,left_20250427_145711_467213.png,right_20250427_145711_467213.png,0.0,0.0,-1.223144292831421
20250427_145711_572212,center_20250427_145711_572212.png,left_20250427_145711_572212.png,right_20250427_145711_572212.png,0.0,0.0,-0.6395260691642761
20250427_145711_678222,center_20250427_145711_678222.png,left_20250427_145711_678222.png,right_20250427_145711_678222.png,0.0,0.0,-0.14956551790237427
20250427_145711_781213,center_20250427_145711_781213.png,left_20250427_145711_781213.png,right_20250427_145711_781213.png,-0.5,0.7,0.006576927378773689
20250427_145711_885213,center_20250427_145711_885213.png,left_20250427_145711_885213.png,right_20250427_145711_885213.png,-0.5,0.7,0.1790170967578888
20250427_145711_992213,center_20250427_145711_992213.png,left_20250427_145711_992213.png,right_20250427_145711_992213.png,-0.5,0.7,0.3677823841571808
20250427_145712_095213,center_20250427_145712_095213.png,left_20250427_145712_095213.png,right_20250427_145712_095213.png,-0.5,0.7,0.4903879463672638
20250427_145712_204213,center_20250427_145712_204213.png,left_20250427_145712_204213.png,right_20250427_145712_204213.png,-0.5,0.7,0.7078282237052917
20250427_145712_311213,center_20250427_145712_311213.png,left_20250427_145712_311213.png,right_20250427_145712_311213.png,-0.5,0.7,0.8897875547409058
20250427_145712_414225,center_20250427_145712_414225.png,left_20250427_145712_414225.png,right_20250427_145712_414225.png,-0.5,0.7,1.0447473526000977
20250427_145712_517212,center_20250427_145712_517212.png,left_20250427_145712_517212.png,right_20250427_145712_517212.png,-0.5,0.7,1.1937819719314575
20250427_145712_622213,center_20250427_145712_622213.png,left_20250427_145712_622213.png,right_20250427_145712_622213.png,-0.5,0.7,1.3516714572906494
20250427_145712_730213,center_20250427_145712_730213.png,left_20250427_145712_730213.png,right_20250427_145712_730213.png,-0.5,0.7,1.5392295122146606
20250427_145712_835214,center_20250427_145712_835214.png,left_20250427_145712_835214.png,right_20250427_145712_835214.png,-0.5,0.7,1.7347604036331177
20250427_145712_940231,center_20250427_145712_940231.png,left_20250427_145712_940231.png,right_20250427_145712_940231.png,-0.5,0.7,1.9240611791610718
20250427_145713_043224,center_20250427_145713_043224.png,left_20250427_145713_043224.png,right_20250427_145713_043224.png,-0.5,0.7,2.107415199279785
20250427_145713_144223,center_20250427_145713_144223.png,left_20250427_145713_144223.png,right_20250427_145713_144223.png,-0.5,0.7,2.2843093872070312
20250427_145713_245216,center_20250427_145713_245216.png,left_20250427_145713_245216.png,right_20250427_145713_245216.png,-0.5,0.7,2.455904960632324
20250427_145713_344213,center_20250427_145713_344213.png,left_20250427_145713_344213.png,right_20250427_145713_344213.png,-0.5,0.7,2.577468156814575
20250427_145713_442214,center_20250427_145713_442214.png,left_20250427_145713_442214.png,right_20250427_145713_442214.png,-0.5,0.7,2.62050199508667
20250427_145713_548213,center_20250427_145713_548213.png,left_20250427_145713_548213.png,right_20250427_145713_548213.png,-0.5,0.7,2.6481480598449707
20250427_145713_652230,center_20250427_145713_652230.png,left_20250427_145713_652230.png,right_20250427_145713_652230.png,-0.5,0.7,2.6777729988098145
20250427_145713_761212,center_20250427_145713_761212.png,left_20250427_145713_761212.png,right_20250427_145713_761212.png,-0.5,0.7,2.7093746662139893
20250427_145713_870215,center_20250427_145713_870215.png,left_20250427_145713_870215.png,right_20250427_145713_870215.png,0.0,0.7,2.7413597106933594
20250427_145713_973213,center_20250427_145713_973213.png,left_20250427_145713_973213.png,right_20250427_145713_973213.png,0.0,0.7,2.8004589080810547
20250427_145714_076213,center_20250427_145714_076213.png,left_20250427_145714_076213.png,right_20250427_145714_076213.png,0.0,0.7,2.8389041423797607
20250427_145714_180213,center_20250427_145714_180213.png,left_20250427_145714_180213.png,right_20250427_145714_180213.png,-0.5,0.7,2.874603509902954
20250427_145714_281213,center_20250427_145714_281213.png,left_20250427_145714_281213.png,right_20250427_145714_281213.png,-0.5,0.7,2.8717167377471924
20250427_145714_382213,center_20250427_145714_382213.png,left_20250427_145714_382213.png,right_20250427_145714_382213.png,0.0,0.7,2.9062488079071045
20250427_145714_485213,center_20250427_145714_485213.png,left_20250427_145714_485213.png,right_20250427_145714_485213.png,0.0,0.7,3.040131092071533
20250427_145714_588213,center_20250427_145714_588213.png,left_20250427_145714_588213.png,right_20250427_145714_588213.png,0.0,0.7,3.115971803665161
20250427_145714_689214,center_20250427_145714_689214.png,left_20250427_145714_689214.png,right_20250427_145714_689214.png,0.0,0.7,3.178333044052124
20250427_145714_793225,center_20250427_145714_793225.png,left_20250427_145714_793225.png,right_20250427_145714_793225.png,0.0,0.7,2.8349568843841553
20250427_145714_895212,center_20250427_145714_895212.png,left_20250427_145714_895212.png,right_20250427_145714_895212.png,0.0,0.7,2.9131014347076416
20250427_145714_999213,center_20250427_145714_999213.png,left_20250427_145714_999213.png,right_20250427_145714_999213.png,0.0,0.7,2.9678714275360107
20250427_145715_100229,center_20250427_145715_100229.png,left_20250427_145715_100229.png,right_20250427_145715_100229.png,0.0,0.7,3.0170881748199463
20250427_145715_203213,center_20250427_145715_203213.png,left_20250427_145715_203213.png,right_20250427_145715_203213.png,0.0,0.7,3.064594268798828
20250427_145715_304214,center_20250427_145715_304214.png,left_20250427_145715_304214.png,right_20250427_145715_304214.png,0.5,0.7,3.077497720718384
20250427_145715_403213,center_20250427_145715_403213.png,left_20250427_145715_403213.png,right_20250427_145715_403213.png,0.5,0.7,3.0948238372802734
20250427_145715_503213,center_20250427_145715_503213.png,left_20250427_145715_503213.png,right_20250427_145715_503213.png,0.5,0.7,3.1118664741516113
20250427_145715_604213,center_20250427_145715_604213.png,left_20250427_145715_604213.png,right_20250427_145715_604213.png,0.5,0.7,3.189905881881714
20250427_145715_705213,center_20250427_145715_705213.png,left_20250427_145715_705213.png,right_20250427_145715_705213.png,0.5,0.7,3.2792415618896484
20250427_145715_811213,center_20250427_145715_811213.png,left_20250427_145715_811213.png,right_20250427_145715_811213.png,0.5,0.7,3.3759243488311768
20250427_145716_040213,center_20250427_145716_040213.png,left_20250427_145716_040213.png,right_20250427_145716_040213.png,0.5,0.7,3.6321351528167725
20250427_145716_146234,center_20250427_145716_146234.png,left_20250427_145716_146234.png,right_20250427_145716_146234.png,0.5,0.7,3.7294301986694336
20250427_145716_249211,center_20250427_145716_249211.png,left_20250427_145716_249211.png,right_20250427_145716_249211.png,0.5,0.7,3.954005002975464
20250427_145716_355213,center_20250427_145716_355213.png,left_20250427_145716_355213.png,right_20250427_145716_355213.png,0.5,0.7,4.28156042098999
20250427_145716_462213,center_20250427_145716_462213.png,left_20250427_145716_462213.png,right_20250427_145716_462213.png,0.5,0.7,4.593679904937744
20250427_145716_568213,center_20250427_145716_568213.png,left_20250427_145716_568213.png,right_20250427_145716_568213.png,0.5,0.7,4.885915279388428
20250427_145716_674213,center_20250427_145716_674213.png,left_20250427_145716_674213.png,right_20250427_145716_674213.png,0.5,0.7,5.191874980926514
20250427_145716_779213,center_20250427_145716_779213.png,left_20250427_145716_779213.png,right_20250427_145716_779213.png,0.5,0.7,5.422530174255371
20250427_145716_883213,center_20250427_145716_883213.png,left_20250427_145716_883213.png,right_20250427_145716_883213.png,0.5,0.7,5.577539920806885
20250427_145716_989213,center_20250427_145716_989213.png,left_20250427_145716_989213.png,right_20250427_145716_989213.png,0.5,0.7,5.847813606262207
20250427_145717_092244,center_20250427_145717_092244.png,left_20250427_145717_092244.png,right_20250427_145717_092244.png,0.5,0.7,6.027638912200928
20250427_145717_195228,center_20250427_145717_195228.png,left_20250427_145717_195228.png,right_20250427_145717_195228.png,0.5,0.7,6.269718647003174
20250427_145717_303228,center_20250427_145717_303228.png,left_20250427_145717_303228.png,right_20250427_145717_303228.png,0.5,0.7,6.12816858291626
20250427_145717_408222,center_20250427_145717_408222.png,left_20250427_145717_408222.png,right_20250427_145717_408222.png,0.5,0.7,6.32592248916626
20250427_145717_510213,center_20250427_145717_510213.png,left_20250427_145717_510213.png,right_20250427_145717_510213.png,0.5,0.7,6.459540843963623
20250427_145717_614214,center_20250427_145717_614214.png,left_20250427_145717_614214.png,right_20250427_145717_614214.png,0.5,0.7,6.457613945007324
20250427_145717_719214,center_20250427_145717_719214.png,left_20250427_145717_719214.png,right_20250427_145717_719214.png,0.5,0.7,6.729381561279297
20250427_145717_825223,center_20250427_145717_825223.png,left_20250427_145717_825223.png,right_20250427_145717_825223.png,0.5,0.7,6.752074241638184
20250427_145717_928226,center_20250427_145717_928226.png,left_20250427_145717_928226.png,right_20250427_145717_928226.png,0.5,0.7,6.869086742401123
20250427_145718_029212,center_20250427_145718_029212.png,left_20250427_145718_029212.png,right_20250427_145718_029212.png,0.5,0.7,6.855767250061035
20250427_145718_127212,center_20250427_145718_127212.png,left_20250427_145718_127212.png,right_20250427_145718_127212.png,0.5,0.7,6.997282028198242
20250427_145718_230213,center_20250427_145718_230213.png,left_20250427_145718_230213.png,right_20250427_145718_230213.png,0.5,0.7,7.0391130447387695
20250427_145718_329213,center_20250427_145718_329213.png,left_20250427_145718_329213.png,right_20250427_145718_329213.png,0.5,0.7,7.085880756378174
20250427_145718_427212,center_20250427_145718_427212.png,left_20250427_145718_427212.png,right_20250427_145718_427212.png,0.5,0.7,7.207106590270996
20250427_145718_528213,center_20250427_145718_528213.png,left_20250427_145718_528213.png,right_20250427_145718_528213.png,0.5,0.7,7.247460842132568
20250427_145718_629214,center_20250427_145718_629214.png,left_20250427_145718_629214.png,right_20250427_145718_629214.png,0.5,0.7,7.358627796173096
20250427_145718_729213,center_20250427_145718_729213.png,left_20250427_145718_729213.png,right_20250427_145718_729213.png,0.5,0.7,7.380060195922852
20250427_145718_828212,center_20250427_145718_828212.png,left_20250427_145718_828212.png,right_20250427_145718_828212.png,0.5,0.7,7.550862789154053
20250427_145718_929236,center_20250427_145718_929236.png,left_20250427_145718_929236.png,right_20250427_145718_929236.png,0.5,0.7,7.638053894042969
20250427_145719_032215,center_20250427_145719_032215.png,left_20250427_145719_032215.png,right_20250427_145719_032215.png,0.5,0.7,7.683712005615234
20250427_145719_133214,center_20250427_145719_133214.png,left_20250427_145719_133214.png,right_20250427_145719_133214.png,0.5,0.7,7.781942367553711
20250427_145719_233229,center_20250427_145719_233229.png,left_20250427_145719_233229.png,right_20250427_145719_233229.png,0.0,0.7,7.874882698059082
20250427_145719_327213,center_20250427_145719_327213.png,left_20250427_145719_327213.png,right_20250427_145719_327213.png,0.0,0.7,8.034220695495605
20250427_145719_427213,center_20250427_145719_427213.png,left_20250427_145719_427213.png,right_20250427_145719_427213.png,0.0,0.7,8.202855110168457
20250427_145719_521212,center_20250427_145719_521212.png,left_20250427_145719_521212.png,right_20250427_145719_521212.png,0.0,0.7,8.308259963989258
20250427_145719_621213,center_20250427_145719_621213.png,left_20250427_145719_621213.png,right_20250427_145719_621213.png,0.0,0.7,8.361397743225098
20250427_145719_717213,center_20250427_145719_717213.png,left_20250427_145719_717213.png,right_20250427_145719_717213.png,0.0,0.7,8.376876831054688
20250427_145719_819213,center_20250427_145719_819213.png,left_20250427_145719_819213.png,right_20250427_145719_819213.png,0.0,0.7,8.485536575317383
20250427_145719_915212,center_20250427_145719_915212.png,left_20250427_145719_915212.png,right_20250427_145719_915212.png,0.0,0.7,8.654303550720215
20250427_145720_010213,center_20250427_145720_010213.png,left_20250427_145720_010213.png,right_20250427_145720_010213.png,0.0,0.7,8.759782791137695
20250427_145720_105212,center_20250427_145720_105212.png,left_20250427_145720_105212.png,right_20250427_145720_105212.png,0.0,0.7,8.774714469909668
20250427_145720_199213,center_20250427_145720_199213.png,left_20250427_145720_199213.png,right_20250427_145720_199213.png,0.0,0.7,8.761033058166504
20250427_145720_292223,center_20250427_145720_292223.png,left_20250427_145720_292223.png,right_20250427_145720_292223.png,0.0,0.7,8.704817771911621
20250427_145720_388213,center_20250427_145720_388213.png,left_20250427_145720_388213.png,right_20250427_145720_388213.png,0.0,0.7,8.742827415466309
20250427_145720_482213,center_20250427_145720_482213.png,left_20250427_145720_482213.png,right_20250427_145720_482213.png,0.0,0.7,8.778403282165527
20250427_145720_576213,center_20250427_145720_576213.png,left_20250427_145720_576213.png,right_20250427_145720_576213.png,0.0,0.7,8.719917297363281
20250427_145720_672213,center_20250427_145720_672213.png,left_20250427_145720_672213.png,right_20250427_145720_672213.png,0.0,0.7,8.703372955322266
20250427_145720_765213,center_20250427_145720_765213.png,left_20250427_145720_765213.png,right_20250427_145720_765213.png,0.0,0.7,8.685799598693848
20250427_145720_857213,center_20250427_145720_857213.png,left_20250427_145720_857213.png,right_20250427_145720_857213.png,0.0,0.7,8.74951171875
20250427_145720_945212,center_20250427_145720_945212.png,left_20250427_145720_945212.png,right_20250427_145720_945212.png,0.0,0.7,8.891657829284668
20250427_145721_036213,center_20250427_145721_036213.png,left_20250427_145721_036213.png,right_20250427_145721_036213.png,0.0,0.7,8.972444534301758
20250427_145721_128212,center_20250427_145721_128212.png,left_20250427_145721_128212.png,right_20250427_145721_128212.png,0.0,0.7,9.077309608459473
20250427_145721_220228,center_20250427_145721_220228.png,left_20250427_145721_220228.png,right_20250427_145721_220228.png,0.0,0.7,9.217456817626953
20250427_145721_313213,center_20250427_145721_313213.png,left_20250427_145721_313213.png,right_20250427_145721_313213.png,0.0,0.7,9.33273983001709
20250427_145721_404212,center_20250427_145721_404212.png,left_20250427_145721_404212.png,right_20250427_145721_404212.png,0.0,0.7,9.454147338867188
20250427_145721_501213,center_20250427_145721_501213.png,left_20250427_145721_501213.png,right_20250427_145721_501213.png,0.0,0.7,9.587175369262695
20250427_145721_592212,center_20250427_145721_592212.png,left_20250427_145721_592212.png,right_20250427_145721_592212.png,0.0,0.7,9.654635429382324
20250427_145721_683212,center_20250427_145721_683212.png,left_20250427_145721_683212.png,right_20250427_145721_683212.png,0.0,0.7,9.74879264831543
20250427_145721_773212,center_20250427_145721_773212.png,left_20250427_145721_773212.png,right_20250427_145721_773212.png,0.0,0.7,9.828248977661133
20250427_145721_862213,center_20250427_145721_862213.png,left_20250427_145721_862213.png,right_20250427_145721_862213.png,0.0,0.7,9.853367805480957
20250427_145721_954212,center_20250427_145721_954212.png,left_20250427_145721_954212.png,right_20250427_145721_954212.png,0.0,0.7,9.940340042114258
20250427_145722_046214,center_20250427_145722_046214.png,left_20250427_145722_046214.png,right_20250427_145722_046214.png,0.5,0.7,10.063783645629883
20250427_145722_139213,center_20250427_145722_139213.png,left_20250427_145722_139213.png,right_20250427_145722_139213.png,0.5,0.7,10.082052230834961
20250427_145722_233213,center_20250427_145722_233213.png,left_20250427_145722_233213.png,right_20250427_145722_233213.png,0.5,0.7,10.139840126037598
20250427_145722_324217,center_20250427_145722_324217.png,left_20250427_145722_324217.png,right_20250427_145722_324217.png,0.0,0.7,10.20398235321045
20250427_145722_415215,center_20250427_145722_415215.png,left_20250427_145722_415215.png,right_20250427_145722_415215.png,0.0,0.7,10.279206275939941
20250427_145722_507212,center_20250427_145722_507212.png,left_20250427_145722_507212.png,right_20250427_145722_507212.png,0.0,0.7,10.342530250549316
20250427_145722_596213,center_20250427_145722_596213.png,left_20250427_145722_596213.png,right_20250427_145722_596213.png,0.0,0.7,10.423209190368652
20250427_145722_686212,center_20250427_145722_686212.png,left_20250427_145722_686212.png,right_20250427_145722_686212.png,0.0,0.7,10.471549987792969
20250427_145722_773213,center_20250427_145722_773213.png,left_20250427_145722_773213.png,right_20250427_145722_773213.png,0.0,0.7,10.525163650512695
20250427_145722_860212,center_20250427_145722_860212.png,left_20250427_145722_860212.png,right_20250427_145722_860212.png,0.0,0.7,10.570595741271973
20250427_145722_950212,center_20250427_145722_950212.png,left_20250427_145722_950212.png,right_20250427_145722_950212.png,0.0,0.7,10.65176010131836
20250427_145723_038213,center_20250427_145723_038213.png,left_20250427_145723_038213.png,right_20250427_145723_038213.png,0.0,0.7,10.704368591308594
20250427_145723_131213,center_20250427_145723_131213.png,left_20250427_145723_131213.png,right_20250427_145723_131213.png,-0.5,0.7,10.757590293884277
20250427_145723_219213,center_20250427_145723_219213.png,left_20250427_145723_219213.png,right_20250427_145723_219213.png,-0.5,0.7,10.812556266784668
20250427_145723_306225,center_20250427_145723_306225.png,left_20250427_145723_306225.png,right_20250427_145723_306225.png,-0.5,0.7,10.867314338684082
20250427_145723_394212,center_20250427_145723_394212.png,left_20250427_145723_394212.png,right_20250427_145723_394212.png,-0.5,0.7,10.933034896850586
20250427_145723_485232,center_20250427_145723_485232.png,left_20250427_145723_485232.png,right_20250427_145723_485232.png,-0.5,0.7,10.967278480529785
20250427_145723_574219,center_20250427_145723_574219.png,left_20250427_145723_574219.png,right_20250427_145723_574219.png,0.0,0.7,11.011075973510742
20250427_145723_663213,center_20250427_145723_663213.png,left_20250427_145723_663213.png,right_20250427_145723_663213.png,0.0,0.7,11.073966026306152
20250427_145723_751213,center_20250427_145723_751213.png,left_20250427_145723_751213.png,right_20250427_145723_751213.png,0.0,0.7,11.111870765686035
20250427_145723_842212,center_20250427_145723_842212.png,left_20250427_145723_842212.png,right_20250427_145723_842212.png,0.0,0.7,11.156007766723633
20250427_145723_934213,center_20250427_145723_934213.png,left_20250427_145723_934213.png,right_20250427_145723_934213.png,0.0,0.7,11.221445083618164
20250427_145724_025217,center_20250427_145724_025217.png,left_20250427_145724_025217.png,right_20250427_145724_025217.png,0.0,0.7,11.269170761108398
20250427_145724_117216,center_20250427_145724_117216.png,left_20250427_145724_117216.png,right_20250427_145724_117216.png,0.0,0.7,11.316065788269043
20250427_145724_208212,center_20250427_145724_208212.png,left_20250427_145724_208212.png,right_20250427_145724_208212.png,0.0,0.7,11.364069938659668
20250427_145724_298212,center_20250427_145724_298212.png,left_20250427_145724_298212.png,right_20250427_145724_298212.png,0.0,0.7,11.414204597473145
20250427_145724_388212,center_20250427_145724_388212.png,left_20250427_145724_388212.png,right_20250427_145724_388212.png,0.0,0.7,11.458308219909668
20250427_145724_479214,center_20250427_145724_479214.png,left_20250427_145724_479214.png,right_20250427_145724_479214.png,0.0,0.7,11.504453659057617
20250427_145724_567213,center_20250427_145724_567213.png,left_20250427_145724_567213.png,right_20250427_145724_567213.png,0.0,0.7,11.544306755065918
20250427_145724_661212,center_20250427_145724_661212.png,left_20250427_145724_661212.png,right_20250427_145724_661212.png,0.0,0.7,11.580256462097168
20250427_145724_751214,center_20250427_145724_751214.png,left_20250427_145724_751214.png,right_20250427_145724_751214.png,-0.5,0.7,11.633581161499023
20250427_145724_842213,center_20250427_145724_842213.png,left_20250427_145724_842213.png,right_20250427_145724_842213.png,0.0,0.7,11.679014205932617
20250427_145724_931228,center_20250427_145724_931228.png,left_20250427_145724_931228.png,right_20250427_145724_931228.png,0.0,0.7,11.707106590270996
20250427_145725_023212,center_20250427_145725_023212.png,left_20250427_145725_023212.png,right_20250427_145725_023212.png,0.0,0.7,11.726804733276367
20250427_145725_115213,center_20250427_145725_115213.png,left_20250427_145725_115213.png,right_20250427_145725_115213.png,0.0,0.7,11.783915519714355
20250427_145725_204213,center_20250427_145725_204213.png,left_20250427_145725_204213.png,right_20250427_145725_204213.png,0.0,0.7,11.80817985534668
20250427_145725_292212,center_20250427_145725_292212.png,left_20250427_145725_292212.png,right_20250427_145725_292212.png,0.0,0.7,11.83182144165039
20250427_145725_380213,center_20250427_145725_380213.png,left_20250427_145725_380213.png,right_20250427_145725_380213.png,0.0,0.7,11.865823745727539
20250427_145725_472214,center_20250427_145725_472214.png,left_20250427_145725_472214.png,right_20250427_145725_472214.png,0.0,0.7,11.917744636535645
20250427_145725_561213,center_20250427_145725_561213.png,left_20250427_145725_561213.png,right_20250427_145725_561213.png,0.0,0.7,11.931394577026367
20250427_145725_651212,center_20250427_145725_651212.png,left_20250427_145725_651212.png,right_20250427_145725_651212.png,-0.5,0.7,11.921984672546387
20250427_145725_740212,center_20250427_145725_740212.png,left_20250427_145725_740212.png,right_20250427_145725_740212.png,-0.5,0.7,11.967046737670898
20250427_145725_829212,center_20250427_145725_829212.png,left_20250427_145725_829212.png,right_20250427_145725_829212.png,0.0,0.7,11.987788200378418
20250427_145725_920213,center_20250427_145725_920213.png,left_20250427_145725_920213.png,right_20250427_145725_920213.png,0.0,0.7,11.996770858764648
20250427_145726_006213,center_20250427_145726_006213.png,left_20250427_145726_006213.png,right_20250427_145726_006213.png,0.0,0.7,12.033323287963867
20250427_145726_098236,center_20250427_145726_098236.png,left_20250427_145726_098236.png,right_20250427_145726_098236.png,-0.5,0.7,12.058377265930176
20250427_145726_187214,center_20250427_145726_187214.png,left_20250427_145726_187214.png,right_20250427_145726_187214.png,-0.5,0.7,12.078902244567871
20250427_145726_279213,center_20250427_145726_279213.png,left_20250427_145726_279213.png,right_20250427_145726_279213.png,-0.5,0.7,12.0794677734375
20250427_145726_372212,center_20250427_145726_372212.png,left_20250427_145726_372212.png,right_20250427_145726_372212.png,-0.5,0.7,12.07337760925293
20250427_145726_461212,center_20250427_145726_461212.png,left_20250427_145726_461212.png,right_20250427_145726_461212.png,-0.5,0.7,12.093853950500488
20250427_145726_554213,center_20250427_145726_554213.png,left_20250427_145726_554213.png,right_20250427_145726_554213.png,-0.5,0.7,12.109655380249023
20250427_145726_651213,center_20250427_145726_651213.png,left_20250427_145726_651213.png,right_20250427_145726_651213.png,-0.5,0.7,12.120871543884277
20250427_145726_746213,center_20250427_145726_746213.png,left_20250427_145726_746213.png,right_20250427_145726_746213.png,0.0,0.7,12.127850532531738
20250427_145726_842213,center_20250427_145726_842213.png,left_20250427_145726_842213.png,right_20250427_145726_842213.png,0.0,0.7,12.137049674987793
20250427_145726_938212,center_20250427_145726_938212.png,left_20250427_145726_938212.png,right_20250427_145726_938212.png,0.0,0.7,12.158600807189941
20250427_145727_035228,center_20250427_145727_035228.png,left_20250427_145727_035228.png,right_20250427_145727_035228.png,0.0,0.7,12.0760498046875
20250427_145727_134213,center_20250427_145727_134213.png,left_20250427_145727_134213.png,right_20250427_145727_134213.png,0.0,0.7,12.019238471984863
20250427_145727_230214,center_20250427_145727_230214.png,left_20250427_145727_230214.png,right_20250427_145727_230214.png,0.0,0.7,12.01535701751709
20250427_145727_326213,center_20250427_145727_326213.png,left_20250427_145727_326213.png,right_20250427_145727_326213.png,0.0,0.7,11.966524124145508
20250427_145727_425212,center_20250427_145727_425212.png,left_20250427_145727_425212.png,right_20250427_145727_425212.png,0.0,0.7,11.95828914642334
